name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Mafia City,3377,2012,"Area Control / Area Influence, Auction/Bidding, Hand Management",Mafia,,60 minutes,12 and up,12 and up,None,Some necessary text - easily memorized or small crib sheet,None,35,Best with 4 players,116,7.12,1.37,27140
Flashpoint: Golan,3378,1991,Hex-and-Counter,"Modern Warfare, Wargame",Wargames,360 minutes,12 and up,16 and up,None,Extensive use of text - massive conversion needed to be playable,1992 Charles S. Roberts Best Post World War II Board Game Nominee,2,Best with 2 players,124,7.19,1.38,33306
1918: Storm in the West,3379,1992,Hex-and-Counter,"Wargame, World War I",Wargames,240 minutes,12 and up,(no votes yet),Plan 1919,(no votes yet),1992 Charles S. Roberts Best Pre-World War II Board Game Nominee,2,,141,6.76,1.33,24460
Zatre,3380,1990,Tile Placement,Abstract Strategy,Abstract Games,45 minutes,8 and up,10 and up,None,No necessary in-game text,1993 Spiel des Jahres Recommended,26,Best with 2 players,235,6.40,1.50,23284
Maharaja,3381,1994,"Area Movement, Variable Player Powers","Ancient, Wargame","Strategy Games, Wargames",240 minutes,8 and up,(no votes yet),None,(no votes yet),None,35,Best with 3 players,390,6.12,1.38,49824
Highway to the Reich (first and second editions),3382,1976,"Hex-and-Counter, Paper-and-Pencil","Wargame, World War II",Wargames,360 minutes,12 and up,14 and up,None,Unplayable in another language,1977 Charles S. Roberts Best Tactical Nominee,15,"Best with 2, 6+ players",140,6.95,1.66,34375
Dead of Night,3383,2007,"Action Point Allowance System, Co-operative Play, Modular Board, Simultaneous Action Selection","Exploration, Fighting, Horror, Humor",Thematic Games,90 minutes,10 and up,10 and up,Mall of the Dead,Moderate in-game text - needs crib sheet or paste ups,None,16,Best with 4 players,119,7.15,1.54,140507
Islas Canarias,3384,2009,Hand Management,"Civilization, Pirates",Family Games,45 minutes,,8 and up,None,No necessary in-game text,"2009 Kinderspielexperten ""8-to-13-year-olds"" Nominee",25,(Not best with any number),233,6.36,1.26,24157
AttrAction,3385,2012,None,Action / Dexterity,,10 minutes,14 and up,6 and up,None,No necessary in-game text,None,25,"Best with 23, 6+ players",195,6.51,1.35,6963
Verflixxt! kompakt,3386,2009,"Dice Rolling, Roll / Spin and Move","Humor, Party Game",Family Games,20 minutes,8 and up,6 and up,None,No necessary in-game text,None,24,Best with 4 players,196,6.52,1.09,12134
Siesta,3387,1999,"Pattern Building, Pattern Recognition, Tile Placement",Abstract Strategy,Abstract Games,60 minutes,8 and up,(no votes yet),None,No necessary in-game text,None,24,(Not best with any number),267,6.29,1.36,24782
Saturn,3388,1997,None,Action / Dexterity,,30 minutes,8 and up,(no votes yet),None,(no votes yet),None,24,,150,6.73,1.27,25307
Munchkin Conan,3389,2012,"Dice Rolling, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting, Humor",,90 minutes,10 and up,(no votes yet),"+10 Bag o' Munchkin d6, +6 Bag O' Munchkin Babes, +6 Bag o' Munchkin Level Counters, +6 Bag O' Munchkins",(no votes yet),None,36,Best with 4 players,183,6.67,1.69,11302
Sports Illustrated Baseball,3390,1972,Dice Rolling,"Dice, Sports",,45 minutes,12 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,12,(Not best with any number),131,7.05,1.94,78504
Anno Domini: Natur,3391,1998,Card Drafting,"Bluffing, Card Game, Humor, Party Game",,45 minutes,10 and up,(no votes yet),None,Unplayable in another language,None,28,Best with 4 players,109,7.08,1.11,3827
Hornet Leader II,3392,2005,Simulation,"Aviation / Flight, Card Game, Modern Warfare, Print & Play",Wargames,60 minutes,12 and up,12 and up,"Hornet Leader II: Carrier Air Group, Hornet Leader II: Cold War, Hornet Leader II: Marine Air",Extensive use of text - massive conversion needed to be playable,2005 Charles S. Roberts Best Modern Era Boardgame Nominee,1,Best with 1 players,100,7.33,1.23,32793
Maskenball der Kfer,3393,2002,"Co-operative Play, Pattern Recognition","Animals, Children's Game, Puzzle",Children's Games,2030 minutes,4 and up,3 and up,None,No necessary in-game text,"2002 Japan Boardgame Prize Best Childgame Nominee, 2002 Spiel des Jahres Kinderspiel Nominee, 2002 Spiel des Jahres Kinderspiel Winner",26,"Best with 2, 4 players",150,6.76,1.52,24620
Trekking the National Parks,3394,2014,"Card Drafting, Hand Management, Point to Point Movement, Set Collection","Educational, Environmental, Travel",Family Games,30 minutes,10 and up,8 and up,None,Some necessary text - easily memorized or small crib sheet,2015 Mensa Select Winner,26,Best with 56 players,113,7.26,1.30,10760
Lost Patrol,3395,2000,"Dice Rolling, Modular Board, Role Playing","Exploration, Miniatures, Science Fiction",,20 minutes,8 and up,8 and up,None,No necessary in-game text,None,24,Best with 2 players,159,6.71,1.33,75778
Arkham Investigator,3396,2016,"Co-operative Play, Role Playing, Storytelling","Deduction, Murder/Mystery, Novel-based, Print & Play",Thematic Games,120 minutes,12 and up,14 and up,None,Extensive use of text - massive conversion needed to be playable,2013 Golden Geek Best Print & Play Board Game Nominee,110,Best with 24 players,78,7.84,1.65,42017
Worm Up!,3397,1994,Simultaneous Action Selection,"Animals, Children's Game, Racing","Children's Games, Family Games",15 minutes,7 and up,6 and up,None,No necessary in-game text,"2009 Kinderspielexperten ""5-to-9-year-olds"" Nominee",35,Best with 45 players,743,5.92,1.23,45996
NFL Strategy,3398,1970,Simultaneous Action Selection,Sports,,150 minutes,10 and up,10 to 14,None,Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,162,6.73,1.46,53300
Chandragupta,3399,2008,"Dice Rolling, Hex-and-Counter","Ancient, Wargame",Wargames,240 minutes,12 and up,(no votes yet),None,(no votes yet),None,2,Best with 2 players,75,7.78,1.07,35469
Wizards,3400,1982,"Co-operative Play, Modular Board, Pick-up and Deliver, Variable Player Powers","Adventure, Fantasy",Thematic Games,240120 minutes,12 and up,12 and up,None,Extensive use of text - massive conversion needed to be playable,None,16,Best with 3 players,306,6.21,1.62,69459
Trumpet,3401,1990,Trick-taking,Card Game,,45 minutes,9 and up,8 and up,None,No necessary in-game text,"1991 Games Magazine - Game of the year, 1992 Fairplay  la carte Winner",26,Best with 4 players,428,6.08,1.51,46170
North American Rails,3402,1992,"Crayon Rail System, Pick-up and Deliver, Route/Network Building","Economic, Trains, Transportation",,120 minutes,12 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,26,Best with 34 players,155,6.77,1.40,15610
Bacchus' Banquet,3403,2008,Variable Player Powers,"Ancient, Bluffing, Card Game, Political",Family Games,30 minutes,8 and up,12 and up,"Bacchus' Banquet: Bad Gas Expansion, Bacchus' Banquet: New Years Celebration, Mayfair Games Limited Edition Promo Expansion Set #3, Mayfair Games' Limited Edition Promo Expansion Set #14",Some necessary text - easily memorized or small crib sheet,None,35,Best with 5 players,543,6.00,1.35,35745
Harpoon 4,3404,1997,"Dice Rolling, Paper-and-Pencil","Modern Warfare, Nautical, Wargame",Wargames,150 minutes,12 and up,16 and up,"Harpoon 4 Player's Handbook, Harpoon Naval Review 1997, Harpoon Naval Review 2000, Harpoon Naval Review 2003",Moderate in-game text - needs crib sheet or paste ups,1996 Origins Awards Best Modern-Day Board Game Winner,28,(Not best with any number),107,7.29,1.88,58088
The Lost Cause,3405,2010,"Action Point Allowance System, Campaign / Battle Card Driven, Chit-Pull System, Dice Rolling","American Civil War, Wargame",Wargames,90 minutes,14 and up,14,The Lost Cause Expansion Kit,Moderate in-game text - needs crib sheet or paste ups,2010 Charles S. Roberts Best Post-Napoleonic to Pre-World War 2 Era Board Wargame Nominee,1,Best with 1 players,89,7.50,1.24,40912
Soccero (second edition),3406,2012,"Grid Movement, Roll / Spin and Move, Simulation",Sports,"Family Games, Thematic Games",45 minutes,11 and up,10 and up,None,No necessary in-game text,None,2,Best with 2 players,98,7.33,1.11,26667
Callisto: The Game,3407,2009,Tile Placement,Abstract Strategy,Abstract Games,20 minutes,7 and up,8 and up,None,No necessary in-game text,None,24,Best with 4 players,395,6.13,1.35,31710
Code of Nine,3408,2012,"Time Track, Worker Placement","Bluffing, Deduction, Science Fiction",,40 minutes,13 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,34,Best with 4 players,145,6.73,1.35,20477
Rockband Manager,3409,2010,Auction/Bidding,"Card Game, Music",,45 minutes,14 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,None,36,(Not best with any number),304,6.18,1.26,41830
Four Lost Battles,3410,2005,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation","Napoleonic, Wargame",Wargames,240 minutes,12 and up,12 and up,Last Battles of Napoleon,Extensive use of text - massive conversion needed to be playable,2005 Charles S. Roberts Best Wargame Graphics Nominee,12,,101,7.18,1.46,38349
Bring Out Yer Dead,3411,2015,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Set Collection",Renaissance,Family Games,3045 minutes,12 and up,10 and up,None,No necessary in-game text,None,25,Best with 4 players,157,6.80,1.47,22146
GUBS: A Game of Wit and Luck,3412,2007,Hand Management,"Card Game, Fantasy, Party Game",Family Games,20 minutes,10 and up,8 and up,None,Some necessary text - easily memorized or small crib sheet,None,26,Best with 34 players,708,6.01,1.64,46168
Wooolf!!,3413,2013,"Action Point Allowance System, Betting/Wagering, Role Playing, Variable Player Powers","Animals, Bluffing, Card Game, Deduction","Family Games, Party Games",30 minutes,8 and up,8 and up,"Wooolf!!: Little Red Riding Hood (expansion 1), Wooolf!!: Three Little Pigs (expansion 2)",No necessary in-game text,None,48,Best with 78 players,170,6.72,1.47,11652
Dobble: Kostenlose Demoversion,3414,,Pattern Recognition,"Children's Game, Party Game, Real-time",,5 minutes,6 and up,6 and up,None,No necessary in-game text,None,28,Best with 45 players,210,6.56,1.48,7258
Uruk II: Die Entwicklung Geht Weiter,3415,2014,"Action Point Allowance System, Card Drafting, Hand Management","Card Game, Civilization",,30 minutes,12 and up,(no votes yet),"Uruk II: Promokarte Monarchie, Uruk II: Promokarte Plnderung, Uruk II: Promokarte Tribute",No necessary in-game text,None,25,,136,6.82,1.33,15095
Treasure Hunter,3416,2015,"Card Drafting, Hand Management, Press Your Luck, Simultaneous Action Selection","Adventure, Card Game",,2035 minutes,8 and up,6 and up,"Treasure Hunter Expansion 1 : Goblin's Loot, Treasure Hunter: Queenie 1  Band of Goblins",No necessary in-game text,None,26,"Best with 34, 6 players",141,6.80,1.28,42200
The Hobbit: An Unexpected Journey,3417,2013,"Co-operative Play, Dice Rolling, Hand Management","Adventure, Dice, Fantasy, Movies / TV / Radio theme",,40 minutes,15 and up,8 and up,None,Some necessary text - easily memorized or small crib sheet,None,14,Best with 14 players,177,6.59,1.48,38679
Naval Battles,3418,2004,Campaign / Battle Card Driven,"Card Game, Wargame, World War II",Wargames,30 minutes,10 and up,8 and up,None,No necessary in-game text,None,26,Best with 4 players,670,5.97,1.42,78834
Blitzkrieg Commander,3419,2004,"Dice Rolling, Roll / Spin and Move, Simulation","Miniatures, Wargame, World War II",Wargames,150 minutes,12 and up,12 and up,None,No necessary in-game text,None,2,Best with 2 players,98,7.56,1.52,24790
Karesansui,3420,2013,"Auction/Bidding, Set Collection",Abstract Strategy,"Abstract Games, Family Games",4560 minutes,10 and up,10 and up,Karesansui: Weeds,No necessary in-game text,2012 Ion Award Best Strategy Game Winner,36,(Not best with any number),166,6.61,1.40,21746
City of Chaos,3421,1996,"Modular Board, Role Playing, Tile Placement, Variable Player Powers","City Building, Deduction, Exploration, Fantasy",Thematic Games,300 minutes,12 and up,12 and up,None,Extensive use of text - massive conversion needed to be playable,None,16,Best with 3 players,170,6.73,1.86,69278
Minos,3422,1991,"Area Control / Area Influence, Area Movement, Dice Rolling, Point to Point Movement","Ancient, City Building, Civilization, Economic",Strategy Games,120 minutes,16 and up,14 and up,None,No necessary in-game text,None,24,Best with 4 players,223,6.45,1.35,28127
Island Fortress,3423,2013,"Auction/Bidding, Pattern Building",Card Game,Strategy Games,90 minutes,13 and up,10 and up,"Island Fortress Promo Cards, Island Fortress: 5-6 Player Expansion",Some necessary text - easily memorized or small crib sheet,None,24,Best with 3 players,177,6.69,1.61,94936
Title Bout,3424,1979,"Area Movement, Simulation, Simultaneous Action Selection, Variable Player Powers","Fighting, Sports",Thematic Games,45 minutes,12 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,12,Best with 2 players,215,6.54,1.77,40835
Balkan Front,3425,1990,Hex-and-Counter,"Wargame, World War II",Wargames,120 minutes,12 and up,(no votes yet),"Master Europa 105: SouthEastern Front, Wavell's War",No necessary in-game text,None,23,Best with 2 players,128,7.06,1.31,21180
Wrong Chemistry,3426,2012,"Action Point Allowance System, Hand Management, Modular Board","Abstract Strategy, Card Game, Humor",Family Games,30 minutes,8 and up,8 and up,"Wrong Chemistry: Bonus Nobel Prize Scientists, Wrong Chemistry: Custom Elements, Wrong Chemistry: Element Expansion, Wrong Chemistry: Expand Your Lab",No necessary in-game text,None,24,Best with 3 players,327,6.17,1.54,60287
Guesstures,3427,1990,"Acting, Partnerships, Role Playing, Roll / Spin and Move","Card Game, Party Game, Word Game",Party Games,10 minutes,8 and up,8 and up,None,Unplayable in another language,None,499,"Best with 6, 8, 10, 12 players",936,5.94,1.52,122716
Hex Hex,3428,2003,Hand Management,"Card Game, Fantasy, Humor",Party Games,30 minutes,12 and up,8 and up,None,Extensive use of text - massive conversion needed to be playable,None,36,Best with 6 players,699,5.98,1.70,45374
Muscat,3429,2001,"Rock-Paper-Scissors, Tile Placement","Abstract Strategy, Arabian",Strategy Games,45 minutes,10 and up,(no votes yet),None,(no votes yet),None,35,Best with 34 players,203,6.40,1.35,22239
Wool Rules,3430,2007,"Dice Rolling, Press Your Luck, Set Collection","Animals, Dice",,30 minutes,10 and up,12 and up,None,No necessary in-game text,"2007 Kinderspielexperten ""8-to-13-year-olds"" Nominee, 2007 Spiel der Spiele Hit fr Viele Recommended",26,Best with 4 players,498,6.06,1.21,29601
Dirtside II,3431,1993,"Simulation, Variable Phase Order","Miniatures, Science Fiction, Wargame",Wargames,120 minutes,12 and up,12 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,24,"Best with 23, 5+ players",118,7.10,1.35,27036
Kult,3432,1995,Variable Player Powers,"Card Game, Collectible Components, Fighting, Horror",Customizable Games,45 minutes,14 and up,16 and up,None,Extensive use of text - massive conversion needed to be playable,1998/Spring Lucca Games Best Translated Game,299,Best with 2 players,171,6.69,1.73,25983
Stalingrad Pocket (first edition),3433,1992,Hex-and-Counter,"Wargame, World War II",Wargames,120 minutes,15 and up,16 and up,None,Some necessary text - easily memorized or small crib sheet,"1992 Charles S. Roberts Best World War II Board Game Nominee, 1992 Charles S. Roberts Best World War II Board Game Winner",2,Best with 2 players,153,6.72,1.21,25349
Ausgerechnet Buxtehude,3434,2005,Card Drafting,Trivia,,20 minutes,10 and up,(no votes yet),None,(no votes yet),"2006 Deutscher Lernspielpreis ""9 years and up"" Nominee, 2006 Fairplay  la carte Winner, 2006 Kinderspielexperten ""8-to-13-year-olds"" Nominee, 2006 Spiel des Jahres Recommended",26,(Not best with any number),164,6.60,1.09,14524
Victory in Normandy,3435,1992,Hex-and-Counter,"Wargame, World War II",Wargames,300 minutes,14 and up,2,None,Unplayable in another language,1993 Charles S. Roberts Best World War II Board Game Nominee,12,(Not best with any number),114,7.09,1.24,16334
The World Cup Card Game 2010,3436,2010,Hand Management,"Card Game, Sports",Family Games,75 minutes,10 and up,6 and up,None,Some necessary text - easily memorized or small crib sheet,2010 UK Games Expo Best Card Game Winner,28,Best with 4 players,230,6.34,1.51,32938
Mixmo,3437,2009,Tile Placement,"Party Game, Word Game",Party Games,15 minutes,8 and up,Up to 8,None,Unplayable in another language,None,26,Best with 4 players,205,6.52,1.66,10127
Get Lucky,3438,2014,Hand Management,"Card Game, Print & Play",,20 minutes,12 and up,(no votes yet),None,No necessary in-game text,None,26,(Not best with any number),288,6.26,1.48,14136
Munchkin Pathfinder,3439,2013,"Dice Rolling, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting, Humor",,6090 minutes,12 and up,(no votes yet),"+6 Bag O' Munchkin Babes, +6 Bag O' Munchkins, +8 Bag O' Munchkin Babes & Pawns, Munchkin Gazebo Shot Glass",(no votes yet),None,36,Best with 4 players,235,6.63,1.76,25024
Eat Me If You Can!,3440,2012,Press Your Luck,"Bluffing, Deduction","Family Games, Party Games",10 minutes,6 and up,8 and up,None,No necessary in-game text,None,36,Best with 6 players,256,6.34,1.43,18274
"Case Yellow, 1940: The German Blitzkrieg in the West",3441,2011,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Wargames,180 minutes,,16 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,12,Best with 2 players,119,7.05,1.23,53105
DruidenWalzer,3442,1999,None,Card Game,Strategy Games,45 minutes,12 and up,(no votes yet),None,No necessary in-game text,None,2,Best with 2 players,685,5.95,1.51,43619
Knig Salomons Schatzkammer,3443,2005,None,"Adventure, Exploration",,45 minutes,8 and up,8 and up,None,No necessary in-game text,"2005 Kinderspielexperten ""8-to-13-year-olds"" Nominee",25,Best with 2 players,157,6.63,1.14,16104
Gentlemen Thieves,3444,2012,"Card Drafting, Set Collection",Card Game,,45 minutes,10 and up,(no votes yet),None,(no votes yet),None,25,(Not best with any number),239,6.38,1.25,23299
Snit's Revenge,3445,1977,Area Movement,Fighting,"Family Games, Thematic Games",20 minutes,8 and up,6 and up,None,No necessary in-game text,None,2,Best with 2 players,328,6.21,1.34,29332
Attack!,3446,2003,"Action Point Allowance System, Area Movement, Dice Rolling, Player Elimination","Economic, Miniatures, Negotiation, Wargame",Wargames,180 minutes,10 and up,10 and up,"Attack! 7-8 Player Expansion, Attack! Deluxe Expansion, Attack! Expansion",Some necessary text - easily memorized or small crib sheet,2003 Origins Awards Best Historical Board Game Winner,26,Best with 45 players,1620,5.88,1.60,256245
The Seven Days of 1809,3447,2004,Hex-and-Counter,"Napoleonic, Wargame",Wargames,480 minutes,14 and up,14 and up,None,(no votes yet),"1987 Charles S. Roberts Best Pre-World War II Board Game Nominee, 2004 Charles S. Roberts Best Pre-World War II Boardgame Nominee, 2004 Charles S. Roberts Best Wargame Graphics Nominee",24,Best with 2 players,80,7.72,1.25,29090
Crimson Skies,3448,2003,"Action Point Allowance System, Dice Rolling, Role Playing, Variable Player Powers","Aviation / Flight, Fighting, Miniatures, Spies/Secret Agents",Thematic Games,10 minutes,10 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,406,6.10,1.42,47550
Dungeons & Dragons Miniatures Game (second edition),3449,2008,Dice Rolling,"Collectible Components, Dice, Fantasy, Fighting",Customizable Games,60 minutes,12 and up,12 and up,"D&D Miniatures: Orcus , Prince of Undeath",Extensive use of text - massive conversion needed to be playable,None,2,Best with 2 players,184,6.63,1.56,22008
Phantom Fury,3450,2011,"Area Movement, Chit-Pull System, Dice Rolling","Modern Warfare, Wargame",Wargames,240 minutes,12 and up,14 and up,None,Some necessary text - easily memorized or small crib sheet,2011 Charles S. Roberts Best Post-WW2 Era Board Wargame Nominee,1,Best with 1 players,89,7.45,0.99,42214
221B Baker Street: The Master Detective Game,3451,1975,"Paper-and-Pencil, Role Playing, Roll / Spin and Move","Deduction, Murder/Mystery, Novel-based","Family Games, Thematic Games",90 minutes,10 and up,12 and up,"221b Baker Street: The Master Detective Game  Set #2, 221b Baker Street: The Master Detective Game  Set #3, 221b Baker Street: The Master Detective Game  Set #4, 221b Baker Street: The Master Detective Game  Set #5",Extensive use of text - massive conversion needed to be playable,None,26,Best with 2 players,1473,5.90,1.47,168657
Tweeeet,3452,2012,"Modular Board, Partnerships",Animals,,30 minutes,7 and up,(no votes yet),None,No necessary in-game text,None,26,(Not best with any number),262,6.28,1.17,17047
18C2C: Manifest Destiny,3453,2003,"Route/Network Building, Stock Holding, Tile Placement","Economic, Print & Play, Trains",Strategy Games,600 minutes,14 and up,16 and up,None,(no votes yet),None,26,Best with 6 players,72,7.73,1.51,28540
Hey Waiter!,3454,2010,"Hand Management, Partnerships",Card Game,Family Games,30 minutes,13 and up,10 and up,None,No necessary in-game text,2012 Games Magazine Best New Card Game Winner,24,Best with 4 players,244,6.31,1.33,26388
Back to the Future: The Card Game,3455,2010,Modular Board,"Card Game, Movies / TV / Radio theme, Science Fiction",Thematic Games,20 minutes,11 and up,8 and up,Back to the Future: The Card Game  Pizza Hydrator,Extensive use of text - massive conversion needed to be playable,"2010 Origins Awards Best Traditional Card Game Nominee, 2010 Origins Awards Best Traditional Card Game Winner",26,Best with 4 players,909,5.91,1.42,71281
Polterfass,3456,2013,"Betting/Wagering, Dice Rolling, Press Your Luck",Dice,,20 minutes,8 and up,8 and up,Polterfass: Die 2015er Mini-Erweiterung,No necessary in-game text,None,36,Best with 45 players,242,6.35,1.34,9909
Cartagena: Die Meuterei,3457,2009,None,"Adventure, Pirates",,45 minutes,10 and up,8 and up,None,No necessary in-game text,None,24,Best with 4 players,186,6.48,1.17,22676
Landlord!,3458,1992,"Hand Management, Take That","Card Game, Humor","Strategy Games, Thematic Games",10 minutes,10 and up,14 and up,Wuchererer,Extensive use of text - massive conversion needed to be playable,1993 Fairplay  la carte Winner,26,Best with 4 players,851,5.89,1.43,57072
Broadsides and Boarding Parties,3459,1982,"Action / Movement Programming, Dice Rolling, Hand Management, Point to Point Movement","Nautical, Pirates, Wargame",Thematic Games,60 minutes,10 and up,8 and up,None,(no votes yet),None,2,Best with 2 players,454,6.09,1.54,88550
Pack of Heroes,3460,2014,"Card Drafting, Hand Management, Variable Player Powers","Card Game, Comic Book / Strip, Fighting","Family Games, Thematic Games",20 minutes,10 and up,10 and up,Pack of Heroes: Kickstarter Exclusive Foil Mercenaries,Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,172,6.63,1.42,16712
La Bataille de la Moscowa,3461,1975,Hex-and-Counter,"Napoleonic, Wargame",Wargames,minutes,16 and up,(no votes yet),Regulations of the Year XXII,(no votes yet),"1975 Charles S. Roberrts Best Amateur Game Nominee, 1975 Charles S. Roberts Best Amateur Game Winner",2,,89,7.74,1.45,28258
1955: The War of Espionage,3462,2011,Hand Management,"Card Game, Spies/Secret Agents",Strategy Games,1545 minutes,13 and up,12 and up,"1955 Local Mercenary Promo Card, 1955: College Activist Promo Cards, 1955: The War of Espionage  Political Support Expansion",Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,305,6.25,1.36,52827
War in Europe,3463,1976,"Dice Rolling, Hex-and-Counter, Variable Player Powers","Economic, Political, Wargame, World War II",Wargames,360 minutes,14 and up,12 and up,The First World War,Moderate in-game text - needs crib sheet or paste ups,"1976 Charles S. Roberts Best Graphics and Physical Systems Nominee, 1976 Charles S. Roberts Best Strategic Game Nominee",23,Best with 3 players,137,6.95,1.67,61162
Battue: Storm of the Horse Lords,3464,2007,None,"Fantasy, Wargame","Family Games, Wargames",60 minutes,12 and up,8 and up,Battue: The Walls of Tarsos,Moderate in-game text - needs crib sheet or paste ups,None,24,Best with 4 players,508,6.02,1.50,69418
Quinamid,3465,2007,"Memory, Pattern Building","Abstract Strategy, Memory",Abstract Games,10 minutes,8 and up,8 and up,None,No necessary in-game text,None,2,Best with 2 players,118,6.96,1.10,18025
Pirates on the High Seas,3466,2006,None,"Children's Game, Nautical, Pirates",Children's Games,30 minutes,6 and up,(no votes yet),None,No necessary in-game text,2007 Japan Boardgame Prize Best Childgame Nominee,2,Best with 2 players,129,6.81,1.08,34326
Schnappt Hubi!,3467,2011,"Co-operative Play, Modular Board","Children's Game, Deduction, Electronic, Maze",Children's Games,20 minutes,5 and up,5 to 8,None,Some necessary text - easily memorized or small crib sheet,"2012 Spiel des Jahres Kinderspiel Nominee, 2012 Spiel des Jahres Kinderspiel Winner",24,,112,6.99,1.28,21808
Dilbert: Corporate Shuffle,3468,1997,None,"Card Game, Comic Book / Strip, Humor","Family Games, Party Games",30 minutes,8 and up,8,None,Some necessary text - easily memorized or small crib sheet,None,46,(Not best with any number),546,6.01,1.52,27210
Bongo!,3469,2000,Pattern Recognition,Dice,,15 minutes,8 and up,6 and up,None,No necessary in-game text,None,28,"Best with 24, 78 players",385,6.09,1.55,49035
A Week In Hell: The Battle of Hue,3470,2010,"Area Control / Area Influence, Area Movement, Chit-Pull System, Secret Unit Deployment","Vietnam War, Wargame",Wargames,240 minutes,12 and up,12 and up,None,Some necessary text - easily memorized or small crib sheet,"2010 Charles S. Roberts Best Board Game Graphics Nominee, 2010 Charles S. Roberts Best Magazine Game Nominee, 2010 Charles S. Roberts Best Magazine Game Winner, 2010 Charles S. Roberts Best Post-WW2 Era Board Wargame Nominee",1,Best with 1 players,106,7.08,1.26,41689
011,3471,2011,"Auction/Bidding, Variable Phase Order, Variable Player Powers","Adventure, Deduction, Mythology","Strategy Games, Thematic Games",90 minutes,12 and up,10 and up,None,No necessary in-game text,2011 Lucca Games Best Publishing Project Winner,36,Best with 45 players,299,6.26,1.60,98383
Drive on Paris,3472,2000,"Dice Rolling, Hex-and-Counter","Wargame, World War I",Wargames,300 minutes,12 and up,(no votes yet),None,(no votes yet),"2000 Charles S. Roberts Best Pre-World War II Boardgame Nominee, 2000 Charles S. Roberts Best Pre-World War II Boardgame Winner, 2001 International Gamers Awards - Historical Simulation",2,Best with 2 players,124,6.96,1.77,32691
Hero of Weehawken,3473,2011,"Area Movement, Voting","Civilization, Educational, Political",,45 minutes,13 and up,(no votes yet),None,Extensive use of text - massive conversion needed to be playable,None,1,Best with 1 players,80,7.52,1.17,16542
Loaded Questions,3474,1997,None,Party Game,Party Games,45 minutes,13 and up,14 and up,"Loaded Questions: Parenting 101, Loaded Questions: Pop Culture, Re-Loaded Questions",Unplayable in another language,None,36,Best with 6+ players,646,6.01,1.66,59351
Waldschattenspiel,3475,1985,"Area Control / Area Influence, Co-operative Play, Partnerships, Simultaneous Action Selection","Children's Game, Fantasy, Party Game","Children's Games, Family Games",15 minutes,6 and up,5 and up,None,No necessary in-game text,None,38,Best with 45 players,315,6.22,1.38,74991
San Francisco,3476,2000,Auction/Bidding,City Building,,90 minutes,12 and up,(no votes yet),None,No necessary in-game text,None,35,Best with 5 players,285,6.21,1.18,29632
Western Desert,3477,1982,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Wargames,180 minutes,,12 and up,"El Alamein (Europa Demonstration Battle #1), Enter Rommel (Europa Battle Scenario #2), Hitler Turns South, Master Europa 104: Southern Front",Moderate in-game text - needs crib sheet or paste ups,None,2,Best with 2 players,100,7.34,1.38,17261
1854,3478,2002,"Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Strategy Games,300 minutes,12 and up,(no votes yet),None,No necessary in-game text,None,36,(Not best with any number),81,7.48,1.35,21197
Space Station,3479,2011,"Hand Management, Pattern Building, Worker Placement","Card Game, Science Fiction",Thematic Games,60 minutes,12 and up,8 and up,Space Station: Core Modules,Moderate in-game text - needs crib sheet or paste ups,None,26,(Not best with any number),169,6.75,1.45,26553
Burn Rate,3480,2002,"Card Drafting, Hand Management, Take That","Card Game, Economic","Family Games, Strategy Games",45 minutes,13 and up,(no votes yet),None,Moderate in-game text - needs crib sheet or paste ups,None,24,Best with 34 players,526,6.06,1.44,39578
Kasserine,3481,2001,Hex-and-Counter,"Wargame, World War II",Wargames,120 minutes,12 and up,(no votes yet),The Battle of Kasserine Pass,(no votes yet),None,2,Best with 12 players,123,6.98,1.24,29826
Yu-Gi-Oh! Dice Masters,3482,2015,"Deck / Pool Building, Dice Rolling, Variable Player Powers","Collectible Components, Comic Book / Strip, Dice, Fantasy",,1530 minutes,10 and up,16 and up,None,Extensive use of text - massive conversion needed to be playable,None,2,Best with 2 players,112,7.09,1.52,33000
